participant_id;nama_peserta;jenis_pelatihan;durasi_pelatihan;kehadiran (%);nilai_ujian;status_kelulusan;produktivitas_setelah_pelatihan;tanggal_mulai;tanggal_selesai;lama_pelatihan_hari;tahun;bulan
PART-00668;Vivi Astuti;Desain Grafis;160;94;53;Tidak Lulus;74;2025-07-18;2025-08-07;21;2025;July
PART-00669;dr. Nilam Latupono;Manufaktur;40;98;51;Tidak Lulus;55;2024-05-04;2024-05-09;6;2024;May
PART-00670;H. Daniswara Rahmawati, M.Kom.;Pertanian;80;80;91;Lulus;76;2023-12-23;2024-01-02;11;2023;December
PART-00671;Balidin Nurdiyanti, S.Farm;Kesehatan;160;82;89;Lulus;78;2024-08-22;2024-09-11;21;2024;August
PART-00672;Makara Kurniawan;Tataboga;80;77;88;Tidak Lulus;66;2025-08-24;2025-09-03;11;2025;August
PART-00673;Chelsea Suryono;Kesehatan;160;74;66;Tidak Lulus;70;2024-08-30;2024-09-19;21;2024;August
PART-00674;Ella Putra;Konstruksi;160;74;88;Tidak Lulus;69;2025-04-21;2025-05-11;21;2025;April
PART-00675;Juli Yulianti;Pertanian;120;92;81;Lulus;87;2024-02-13;2024-02-28;16;2024;February
PART-00676;Ade Pertiwi;Pertanian;200;72;98;Tidak Lulus;65;2023-12-04;2023-12-29;26;2023;December
PART-00677;Darimin Kuswandari, S.I.Kom;Desain Grafis;80;72;83;Tidak Lulus;68;2025-01-25;2025-02-04;11;2025;January
PART-00678;Cawuk Maryadi;Desain Grafis;40;91;56;Tidak Lulus;52;2025-07-16;2025-07-21;6;2025;July
PART-00679;Kartika Pratiwi;Teknologi Informasi;240;91;95;Lulus;86;2024-04-22;2024-05-22;31;2024;April
PART-00680;Sabrina Wasita;Konstruksi;240;82;63;Tidak Lulus;67;2024-01-20;2024-02-19;31;2024;January
PART-00681;drg. Mursinin Tamba;Pertanian;200;99;72;Lulus;95;2024-11-03;2024-11-28;26;2024;November
PART-00682;Ifa Yulianti, S.Pd;Desain Grafis;200;84;79;Lulus;92;2025-01-12;2025-02-06;26;2025;January
PART-00683;Drs. Hesti Nasyidah, S.Kom;Manufaktur;40;82;86;Lulus;93;2024-08-31;2024-09-05;6;2024;August
PART-00684;Hamzah Hardiansyah;Tataboga;240;94;55;Tidak Lulus;52;2024-05-11;2024-06-10;31;2024;May
PART-00685;Vanesa Siregar;Teknologi Informasi;200;70;47;Tidak Lulus;57;2025-09-28;2025-10-23;26;2025;September
PART-00686;Silvia Pratiwi;Konstruksi;160;93;56;Tidak Lulus;64;2024-04-30;2024-05-20;21;2024;April
PART-00687;Citra Hassanah;Pertanian;120;92;51;Tidak Lulus;54;2023-11-15;2023-11-30;16;2023;November
PART-00688;Lidya Nainggolan;Tataboga;160;90;90;Lulus;83;2024-10-23;2024-11-12;21;2024;October
PART-00689;Dinda Maheswara;Teknologi Informasi;240;79;62;Tidak Lulus;74;2024-06-10;2024-07-10;31;2024;June
PART-00690;Rahmi Yolanda, M.M.;Pariwisata;40;74;91;Tidak Lulus;70;2025-07-21;2025-07-26;6;2025;July
PART-00691;Empluk Yuniar;Manufaktur;240;76;86;Tidak Lulus;50;2024-07-07;2024-08-06;31;2024;July
PART-00692;Tgk. Zamira Mayasari, S.Ked;Teknologi Informasi;200;92;70;Lulus;80;2023-11-25;2023-12-20;26;2023;November
PART-00693;Puti Rachel Anggraini;Pariwisata;200;77;82;Tidak Lulus;51;2025-05-21;2025-06-15;26;2025;May
PART-00694;dr. Raisa Hakim, S.Pt;Kesehatan;240;100;64;Tidak Lulus;65;2025-05-07;2025-06-06;31;2025;May
PART-00695;Naradi Hutagalung, S.I.Kom;Desain Grafis;120;71;97;Tidak Lulus;56;2024-08-02;2024-08-17;16;2024;August
PART-00696;Karen Kuswoyo;Teknologi Informasi;200;85;67;Tidak Lulus;64;2025-02-14;2025-03-11;26;2025;February
PART-00697;drg. Umi Rahimah, S.Pd;Tataboga;80;91;59;Tidak Lulus;66;2024-11-02;2024-11-12;11;2024;November
PART-00698;Iriana Wasita;Konstruksi;120;72;100;Tidak Lulus;50;2024-07-03;2024-07-18;16;2024;July
PART-00699;Jindra Rahimah;Kesehatan;240;79;70;Tidak Lulus;72;2024-01-18;2024-02-17;31;2024;January
PART-00700;Septi Susanti;Pariwisata;40;89;63;Tidak Lulus;64;2024-04-16;2024-04-21;6;2024;April
PART-00701;Nurul Puspasari;Kesehatan;160;86;50;Tidak Lulus;62;2023-12-01;2023-12-21;21;2023;December
PART-00702;Dr. Hamima Wahyudin, M.Pd;Konstruksi;120;88;79;Lulus;86;2024-01-07;2024-01-22;16;2024;January
PART-00703;Widya Suryatmi;Kesehatan;120;78;70;Tidak Lulus;53;2024-06-12;2024-06-27;16;2024;June
PART-00704;Aswani Dongoran;Desain Grafis;80;93;89;Lulus;76;2024-08-30;2024-09-09;11;2024;August
PART-00705;Latika Najmudin;Pertanian;40;90;97;Lulus;88;2025-02-27;2025-03-04;6;2025;February
PART-00706;Putri Januar;Manufaktur;240;71;97;Tidak Lulus;67;2023-11-13;2023-12-13;31;2023;November
PART-00707;Tami Setiawan;Pertanian;40;91;71;Lulus;100;2025-10-11;2025-10-16;6;2025;October
PART-00708;Farhunnisa Wijaya;Tataboga;80;97;60;Tidak Lulus;72;2023-12-23;2024-01-02;11;2023;December
PART-00709;Dt. Mulyono Hasanah, S.Kom;Desain Grafis;200;98;53;Tidak Lulus;63;2025-10-08;2025-11-02;26;2025;October
PART-00710;Sutan Yosef Narpati;Tataboga;40;88;83;Lulus;93;2024-10-18;2024-10-23;6;2024;October
PART-00711;Bakidin Yuliarti;Desain Grafis;80;91;78;Lulus;82;2024-04-07;2024-04-17;11;2024;April
PART-00712;Rangga Hastuti;Pariwisata;120;71;47;Tidak Lulus;63;2025-09-20;2025-10-05;16;2025;September
PART-00713;Humaira Permadi;Pariwisata;120;95;94;Lulus;86;2024-11-06;2024-11-21;16;2024;November
PART-00714;Uda Puspita;Teknologi Informasi;200;94;78;Lulus;94;2024-04-23;2024-05-18;26;2024;April
PART-00715;Sadina Rahayu;Kesehatan;40;81;58;Tidak Lulus;58;2024-05-24;2024-05-29;6;2024;May
PART-00716;Edi Saefullah;Tataboga;160;81;68;Tidak Lulus;61;2025-06-25;2025-07-15;21;2025;June
PART-00717;Dr. Vivi Gunarto, S.Farm;Manufaktur;40;90;59;Tidak Lulus;65;2025-07-12;2025-07-17;6;2025;July
PART-00718;Kamila Hidayanto;Manufaktur;240;97;54;Tidak Lulus;69;2025-03-05;2025-04-04;31;2025;March
PART-00719;Bambang Hartati;Teknologi Informasi;120;86;47;Tidak Lulus;72;2024-03-01;2024-03-16;16;2024;March
PART-00720;Kasusra Purnawati;Teknologi Informasi;200;77;77;Tidak Lulus;65;2025-04-11;2025-05-06;26;2025;April
PART-00721;Nurul Saptono;Desain Grafis;120;77;45;Tidak Lulus;62;2025-07-29;2025-08-13;16;2025;July
PART-00722;dr. Galak Kusumo;Manufaktur;120;81;53;Tidak Lulus;64;2025-03-25;2025-04-09;16;2025;March
PART-00723;Zamira Wastuti, M.Pd;Konstruksi;200;87;71;Lulus;96;2023-12-11;2024-01-05;26;2023;December
PART-00724;Putu Hutagalung;Teknologi Informasi;80;98;86;Lulus;75;2025-05-31;2025-06-10;11;2025;May
PART-00725;Drs. Rahmi Nainggolan, S.Kom;Tataboga;120;79;82;Tidak Lulus;57;2024-02-23;2024-03-09;16;2024;February
PART-00726;Cengkal Tarihoran;Desain Grafis;80;84;92;Lulus;80;2024-09-29;2024-10-09;11;2024;September
PART-00727;Cahyo Mardhiyah;Kesehatan;80;70;97;Tidak Lulus;65;2025-03-19;2025-03-29;11;2025;March
PART-00728;Dr. Suci Narpati;Desain Grafis;40;88;96;Lulus;89;2025-07-15;2025-07-20;6;2025;July
PART-00729;Tgk. Tasnim Habibi;Konstruksi;120;79;64;Tidak Lulus;66;2024-11-22;2024-12-07;16;2024;November
PART-00730;Cut Rini Maryadi, S.E.;Konstruksi;240;96;64;Tidak Lulus;69;2024-10-23;2024-11-22;31;2024;October
PART-00731;Oliva Thamrin;Konstruksi;240;74;90;Tidak Lulus;55;2024-01-21;2024-02-20;31;2024;January
PART-00732;Sutan Cahyanto Setiawan, M.M.;Konstruksi;200;80;80;Lulus;91;2025-07-31;2025-08-25;26;2025;July
PART-00733;Jasmin Marbun, S.Gz;Teknologi Informasi;160;75;94;Tidak Lulus;63;2024-10-30;2024-11-19;21;2024;October
PART-00734;Cut Puji Sihotang, S.E.;Desain Grafis;40;92;57;Tidak Lulus;58;2024-02-08;2024-02-13;6;2024;February
PART-00735;Samiah Mustofa;Tataboga;80;77;84;Tidak Lulus;54;2023-12-26;2024-01-05;11;2023;December
PART-00736;drg. Shania Puspasari, S.Gz;Desain Grafis;200;100;53;Tidak Lulus;70;2025-01-19;2025-02-13;26;2025;January
PART-00737;Edi Sirait, S.Pt;Desain Grafis;120;76;91;Tidak Lulus;57;2024-06-20;2024-07-05;16;2024;June
PART-00738;Dwi Fujiati;Desain Grafis;240;87;67;Tidak Lulus;71;2024-01-29;2024-02-28;31;2024;January
PART-00739;Calista Rajasa, S.I.Kom;Manufaktur;40;73;83;Tidak Lulus;63;2023-12-25;2023-12-30;6;2023;December
PART-00740;Anastasia Tarihoran, S.E.I;Tataboga;120;85;98;Lulus;75;2025-02-25;2025-03-12;16;2025;February
PART-00741;Lantar Aryani;Manufaktur;240;85;92;Lulus;90;2025-07-28;2025-08-27;31;2025;July
PART-00742;Puti Farah Lestari, S.Pd;Teknologi Informasi;40;90;46;Tidak Lulus;56;2024-10-07;2024-10-12;6;2024;October
PART-00743;Dariati Mulyani, S.Ked;Manufaktur;120;96;51;Tidak Lulus;54;2024-08-24;2024-09-08;16;2024;August
PART-00744;Ciaobella Hasanah;Tataboga;160;70;91;Tidak Lulus;65;2025-03-05;2025-03-25;21;2025;March
PART-00745;Cemplunk Firgantoro;Tataboga;200;81;60;Tidak Lulus;54;2025-06-28;2025-07-23;26;2025;June
PART-00746;Kania Adriansyah;Pariwisata;120;99;80;Lulus;99;2024-09-22;2024-10-07;16;2024;September
PART-00747;Drs. Nadine Rahayu;Manufaktur;40;90;82;Lulus;90;2025-02-01;2025-02-06;6;2025;February
PART-00748;Nadine Purwanti;Teknologi Informasi;40;88;66;Tidak Lulus;70;2025-04-21;2025-04-26;6;2025;April
PART-00749;Drs. Aris Oktaviani, S.Farm;Pariwisata;200;92;90;Lulus;77;2024-11-29;2024-12-24;26;2024;November
PART-00750;Radit Budiyanto;Teknologi Informasi;120;100;100;Lulus;99;2024-05-08;2024-05-23;16;2024;May
PART-00751;Jane Pradipta;Konstruksi;40;72;86;Tidak Lulus;56;2025-05-07;2025-05-12;6;2025;May
PART-00752;Drs. Timbul Mahendra, S.IP;Desain Grafis;120;74;84;Tidak Lulus;59;2025-03-07;2025-03-22;16;2025;March
PART-00753;Puti Chelsea Rahimah;Pariwisata;160;71;55;Tidak Lulus;64;2023-11-27;2023-12-17;21;2023;November
PART-00754;Jessica Lestari;Tataboga;120;98;79;Lulus;76;2025-05-03;2025-05-18;16;2025;May
PART-00755;Jabal Wahyuni;Desain Grafis;80;88;100;Lulus;80;2025-01-21;2025-01-31;11;2025;January
PART-00756;Darijan Nasyidah;Manufaktur;40;88;58;Tidak Lulus;73;2024-10-01;2024-10-06;6;2024;October
PART-00757;Titin Saefullah;Pertanian;160;95;65;Tidak Lulus;55;2025-05-24;2025-06-13;21;2025;May
PART-00758;Bala Putra;Desain Grafis;120;81;61;Tidak Lulus;67;2025-08-07;2025-08-22;16;2025;August
PART-00759;Heryanto Fujiati;Kesehatan;40;100;81;Lulus;96;2024-07-27;2024-08-01;6;2024;July
PART-00760;Cahyono Nasyiah;Konstruksi;120;89;88;Lulus;87;2024-05-12;2024-05-27;16;2024;May
PART-00761;Yulia Maryati;Teknologi Informasi;40;76;46;Tidak Lulus;58;2024-09-12;2024-09-17;6;2024;September
PART-00762;Daliman Saputra;Manufaktur;200;77;54;Tidak Lulus;65;2025-03-07;2025-04-01;26;2025;March
PART-00763;drg. Darmana Melani;Kesehatan;40;73;100;Tidak Lulus;61;2025-01-17;2025-01-22;6;2025;January
PART-00764;Panca Firgantoro;Kesehatan;120;71;53;Tidak Lulus;58;2024-02-05;2024-02-20;16;2024;February
PART-00765;Vivi Kurniawan, M.Farm;Manufaktur;240;89;50;Tidak Lulus;53;2025-05-17;2025-06-16;31;2025;May
PART-00766;Yance Mustofa;Teknologi Informasi;240;81;79;Lulus;86;2025-02-26;2025-03-28;31;2025;February
PART-00767;Cut Salwa Hastuti, S.Gz;Desain Grafis;240;73;55;Tidak Lulus;71;2024-05-27;2024-06-26;31;2024;May
PART-00768;Lili Hutagalung, M.Ak;Tataboga;240;77;80;Tidak Lulus;64;2025-02-11;2025-03-13;31;2025;February
PART-00769;Drs. Oman Prabowo, S.H.;Pariwisata;240;96;62;Tidak Lulus;67;2024-01-08;2024-02-07;31;2024;January
PART-00770;Banawa Hasanah;Kesehatan;80;85;58;Tidak Lulus;62;2025-04-28;2025-05-08;11;2025;April
PART-00771;Caturangga Uyainah;Desain Grafis;40;92;94;Lulus;95;2025-07-04;2025-07-09;6;2025;July
PART-00772;dr. Zaenab Budiyanto;Manufaktur;160;87;63;Tidak Lulus;74;2024-06-06;2024-06-26;21;2024;June
PART-00773;Raden Laksita;Konstruksi;160;70;46;Tidak Lulus;63;2025-06-29;2025-07-19;21;2025;June
PART-00774;Aurora Sihombing;Teknologi Informasi;160;83;60;Tidak Lulus;63;2024-11-17;2024-12-07;21;2024;November
PART-00775;Hj. Titin Najmudin, M.Kom.;Konstruksi;120;75;60;Tidak Lulus;72;2025-04-07;2025-04-22;16;2025;April
PART-00776;Endra Uwais, M.M.;Konstruksi;160;78;94;Tidak Lulus;60;2024-10-04;2024-10-24;21;2024;October
PART-00777;Dr. Ega Waluyo, M.Kom.;Konstruksi;80;90;65;Tidak Lulus;66;2024-10-21;2024-10-31;11;2024;October
PART-00778;H. Hardana Saefullah;Konstruksi;240;96;52;Tidak Lulus;64;2024-10-12;2024-11-11;31;2024;October
PART-00779;Latika Kusmawati;Kesehatan;200;72;97;Tidak Lulus;70;2025-06-01;2025-06-26;26;2025;June
PART-00780;Laras Pratama;Konstruksi;80;92;86;Lulus;88;2025-04-30;2025-05-10;11;2025;April
PART-00781;Rini Utami;Tataboga;200;80;54;Tidak Lulus;74;2025-06-19;2025-07-14;26;2025;June
PART-00782;R.M. Dodo Nasyiah;Kesehatan;40;80;89;Lulus;85;2024-10-08;2024-10-13;6;2024;October
PART-00783;Putri Sihotang;Kesehatan;200;85;77;Lulus;87;2025-01-30;2025-02-24;26;2025;January
PART-00784;Puti Pia Natsir;Pertanian;240;98;83;Lulus;89;2024-06-27;2024-07-27;31;2024;June
PART-00785;R.A. Kani Latupono;Manufaktur;40;86;77;Lulus;80;2024-10-15;2024-10-20;6;2024;October
PART-00786;Cecep Zulaika, S.E.I;Konstruksi;200;78;54;Tidak Lulus;57;2025-06-19;2025-07-14;26;2025;June
PART-00787;Ir. Rama Januar, S.IP;Pertanian;240;95;53;Tidak Lulus;61;2025-07-16;2025-08-15;31;2025;July
PART-00788;Galuh Habibi;Manufaktur;240;87;79;Lulus;81;2024-01-10;2024-02-09;31;2024;January
PART-00789;Cahyanto Siregar;Konstruksi;80;93;80;Lulus;95;2023-12-24;2024-01-03;11;2023;December
PART-00790;Martana Dongoran;Konstruksi;120;72;81;Tidak Lulus;71;2024-08-06;2024-08-21;16;2024;August
PART-00791;drg. Ami Hutasoit;Pariwisata;80;73;71;Tidak Lulus;69;2024-10-19;2024-10-29;11;2024;October
PART-00792;Tgk. Danuja Sinaga, S.Pd;Pertanian;80;75;97;Tidak Lulus;71;2025-11-01;2025-11-11;11;2025;November
PART-00793;Mala Nurdiyanti;Teknologi Informasi;80;79;87;Tidak Lulus;58;2025-03-11;2025-03-21;11;2025;March
PART-00794;Asmuni Prasetya;Manufaktur;40;84;94;Lulus;86;2025-07-22;2025-07-27;6;2025;July
PART-00795;Jayadi Puspita;Manufaktur;200;81;83;Lulus;82;2025-01-12;2025-02-06;26;2025;January
PART-00796;Lasmono Usamah;Tataboga;120;83;70;Lulus;100;2024-05-01;2024-05-16;16;2024;May
PART-00797;Rahmi Winarsih;Manufaktur;160;89;98;Lulus;98;2025-03-24;2025-04-13;21;2025;March
PART-00798;Wadi Tarihoran;Kesehatan;80;99;68;Tidak Lulus;61;2024-08-02;2024-08-12;11;2024;August
PART-00799;Puti Ellis Januar, S.E.;Pariwisata;200;85;97;Lulus;81;2024-12-02;2024-12-27;26;2024;December
PART-00800;Citra Lailasari;Pariwisata;40;86;99;Lulus;97;2023-12-01;2023-12-06;6;2023;December
PART-00801;KH. Jindra Suwarno, M.Pd;Kesehatan;200;81;72;Lulus;75;2025-06-14;2025-07-09;26;2025;June
PART-00802;drg. Azalea Halimah, S.I.Kom;Pariwisata;80;76;96;Tidak Lulus;70;2024-02-17;2024-02-27;11;2024;February
PART-00803;drg. Hasim Nababan;Desain Grafis;240;86;100;Lulus;82;2025-11-03;2025-12-03;31;2025;November
PART-00804;Prabu Natsir, S.Sos;Desain Grafis;80;83;97;Lulus;87;2025-02-20;2025-03-02;11;2025;February
PART-00805;Rika Rahimah;Pariwisata;200;90;67;Tidak Lulus;54;2024-09-19;2024-10-14;26;2024;September
PART-00806;R. Zulaikha Mustofa, S.E.I;Pariwisata;160;88;63;Tidak Lulus;54;2025-07-08;2025-07-28;21;2025;July
PART-00807;Hilda Wibowo;Tataboga;40;77;70;Tidak Lulus;74;2024-05-04;2024-05-09;6;2024;May
PART-00808;Dr. Capa Mulyani, M.Farm;Pariwisata;40;86;95;Lulus;91;2024-07-11;2024-07-16;6;2024;July
PART-00809;Vivi Namaga;Tataboga;200;85;88;Lulus;75;2023-12-02;2023-12-27;26;2023;December
PART-00810;Bakiman Budiman;Manufaktur;40;70;99;Tidak Lulus;60;2024-07-10;2024-07-15;6;2024;July
PART-00811;Lanjar Usada;Manufaktur;40;73;86;Tidak Lulus;50;2024-07-14;2024-07-19;6;2024;July
PART-00812;Oskar Uyainah;Pertanian;80;83;87;Lulus;93;2025-04-21;2025-05-01;11;2025;April
PART-00813;Violet Safitri;Konstruksi;200;72;53;Tidak Lulus;56;2025-05-28;2025-06-22;26;2025;May
PART-00814;Perkasa Puspita;Konstruksi;160;85;54;Tidak Lulus;68;2023-11-26;2023-12-16;21;2023;November
PART-00815;Dinda Irawan, S.Farm;Konstruksi;120;86;76;Lulus;87;2025-09-23;2025-10-08;16;2025;September
PART-00816;Dt. Caraka Prabowo, S.I.Kom;Konstruksi;200;97;98;Lulus;95;2025-05-05;2025-05-30;26;2025;May
PART-00817;Gasti Waskita;Konstruksi;120;90;66;Tidak Lulus;62;2024-04-06;2024-04-21;16;2024;April
PART-00818;Sadina Prakasa;Pariwisata;160;82;56;Tidak Lulus;67;2024-04-27;2024-05-17;21;2024;April
PART-00819;Ir. Gawati Gunarto;Manufaktur;200;91;80;Lulus;78;2025-06-10;2025-07-05;26;2025;June
PART-00820;Alika Saragih, S.E.I;Pariwisata;120;77;71;Tidak Lulus;73;2024-12-21;2025-01-05;16;2024;December
PART-00821;T. Cakrabirawa Hidayat, S.Farm;Desain Grafis;80;90;89;Lulus;76;2024-07-10;2024-07-20;11;2024;July
PART-00822;Hani Maheswara;Desain Grafis;120;75;52;Tidak Lulus;74;2023-12-20;2024-01-04;16;2023;December
PART-00823;Farhunnisa Habibi;Desain Grafis;40;93;77;Lulus;83;2024-06-26;2024-07-01;6;2024;June
PART-00824;Ika Puspasari;Kesehatan;120;77;67;Tidak Lulus;74;2024-08-10;2024-08-25;16;2024;August
PART-00825;Anastasia Sirait;Pariwisata;80;74;67;Tidak Lulus;51;2024-02-03;2024-02-13;11;2024;February
PART-00826;Jais Tarihoran;Kesehatan;200;80;47;Tidak Lulus;73;2025-06-18;2025-07-13;26;2025;June
PART-00827;Ir. Drajat Samosir, S.I.Kom;Pertanian;40;85;74;Lulus;85;2025-08-16;2025-08-21;6;2025;August
PART-00828;Kania Prastuti;Pariwisata;160;95;98;Lulus;81;2024-04-29;2024-05-19;21;2024;April
PART-00829;Paiman Gunarto;Pariwisata;120;93;50;Tidak Lulus;67;2025-04-06;2025-04-21;16;2025;April
PART-00830;KH. Daruna Habibi, S.Pt;Kesehatan;240;80;80;Lulus;94;2024-08-18;2024-09-17;31;2024;August
PART-00831;Wawan Maheswara, S.Kom;Pertanian;120;72;46;Tidak Lulus;66;2024-10-15;2024-10-30;16;2024;October
PART-00832;Galih Wasita;Konstruksi;160;87;52;Tidak Lulus;60;2024-04-17;2024-05-07;21;2024;April
PART-00833;Enteng Rajata;Konstruksi;160;82;46;Tidak Lulus;52;2025-10-09;2025-10-29;21;2025;October
PART-00834;Ira Winarno;Pariwisata;40;84;81;Lulus;91;2024-05-18;2024-05-23;6;2024;May
PART-00835;dr. Nalar Kuswoyo;Pertanian;240;81;88;Lulus;78;2024-05-12;2024-06-11;31;2024;May
PART-00836;Kartika Anggraini, M.TI.;Konstruksi;120;89;48;Tidak Lulus;74;2024-03-25;2024-04-09;16;2024;March
PART-00837;Harsaya Wijayanti;Manufaktur;120;77;81;Tidak Lulus;65;2025-10-15;2025-10-30;16;2025;October
PART-00838;Jelita Simbolon;Teknologi Informasi;200;87;87;Lulus;84;2025-02-04;2025-03-01;26;2025;February
PART-00839;Dr. Putri Anggriawan;Tataboga;80;93;45;Tidak Lulus;73;2025-05-07;2025-05-17;11;2025;May
PART-00840;Umar Saefullah;Manufaktur;120;90;93;Lulus;85;2024-08-20;2024-09-04;16;2024;August
PART-00841;dr. Jamil Wastuti;Tataboga;240;88;66;Tidak Lulus;62;2024-11-29;2024-12-29;31;2024;November
PART-00842;Prakosa Sinaga;Pariwisata;240;89;55;Tidak Lulus;57;2025-07-19;2025-08-18;31;2025;July
PART-00843;Balapati Novitasari;Teknologi Informasi;80;84;98;Lulus;99;2025-03-09;2025-03-19;11;2025;March
PART-00844;Dr. Gina Handayani, S.Sos;Pariwisata;120;85;54;Tidak Lulus;69;2025-06-06;2025-06-21;16;2025;June
PART-00845;Hilda Yulianti;Pariwisata;200;81;95;Lulus;89;2024-05-14;2024-06-08;26;2024;May
PART-00846;Ir. Talia Sinaga, S.Farm;Manufaktur;160;99;49;Tidak Lulus;67;2024-06-18;2024-07-08;21;2024;June
PART-00847;Hj. Sari Uyainah, S.E.I;Pariwisata;80;72;95;Tidak Lulus;53;2025-08-09;2025-08-19;11;2025;August
PART-00848;Ciaobella Puspita;Manufaktur;120;70;96;Tidak Lulus;55;2025-04-20;2025-05-05;16;2025;April
PART-00849;Drs. Jane Wahyudin;Teknologi Informasi;40;97;80;Lulus;88;2024-12-29;2025-01-03;6;2024;December
PART-00850;Kamal Fujiati;Konstruksi;160;96;46;Tidak Lulus;63;2024-06-27;2024-07-17;21;2024;June
PART-00851;Balidin Jailani;Konstruksi;40;89;94;Lulus;90;2024-03-23;2024-03-28;6;2024;March
PART-00852;R.A. Tantri Wulandari;Kesehatan;200;86;66;Tidak Lulus;63;2025-02-26;2025-03-23;26;2025;February
PART-00853;Cut Endah Lazuardi;Desain Grafis;120;92;97;Lulus;89;2025-09-09;2025-09-24;16;2025;September
PART-00854;Dt. Yono Hastuti, S.Ked;Teknologi Informasi;240;71;83;Tidak Lulus;52;2025-02-03;2025-03-05;31;2025;February
PART-00855;drg. Pardi Prasasta, M.Farm;Teknologi Informasi;80;87;73;Lulus;82;2025-08-23;2025-09-02;11;2025;August
PART-00856;Fathonah Dongoran, M.Ak;Manufaktur;40;96;74;Lulus;89;2024-10-22;2024-10-27;6;2024;October
PART-00857;Kartika Prakasa;Konstruksi;160;84;67;Tidak Lulus;72;2025-06-23;2025-07-13;21;2025;June
PART-00858;drg. Eli Utama;Pertanian;240;94;91;Lulus;94;2024-11-17;2024-12-17;31;2024;November
PART-00859;drg. Ami Palastri;Teknologi Informasi;160;96;45;Tidak Lulus;66;2024-01-04;2024-01-24;21;2024;January
PART-00860;Najwa Maryati;Desain Grafis;120;91;84;Lulus;83;2025-10-28;2025-11-12;16;2025;October
PART-00861;Jatmiko Napitupulu;Pariwisata;80;82;61;Tidak Lulus;65;2025-10-15;2025-10-25;11;2025;October
PART-00862;Yuni Tamba;Pariwisata;240;93;100;Lulus;78;2024-07-18;2024-08-17;31;2024;July
PART-00863;Dr. Cemplunk Rajata;Pariwisata;80;97;97;Lulus;88;2025-08-01;2025-08-11;11;2025;August
PART-00864;Pandu Yulianti;Tataboga;80;87;97;Lulus;89;2024-12-12;2024-12-22;11;2024;December
PART-00865;dr. Raina Utami, S.E.;Pariwisata;240;95;92;Lulus;100;2024-12-31;2025-01-30;31;2024;December
PART-00866;Hesti Budiyanto;Pariwisata;40;99;51;Tidak Lulus;61;2025-09-19;2025-09-24;6;2025;September
PART-00867;Drs. Gada Mandasari;Konstruksi;240;73;59;Tidak Lulus;60;2025-02-15;2025-03-17;31;2025;February
PART-00868;Lili Winarno;Tataboga;40;77;57;Tidak Lulus;58;2024-02-12;2024-02-17;6;2024;February
PART-00869;T. Dagel Nasyidah, S.Pd;Tataboga;40;74;52;Tidak Lulus;62;2024-06-22;2024-06-27;6;2024;June
PART-00870;Paulin Laksita;Teknologi Informasi;200;96;65;Tidak Lulus;53;2023-11-22;2023-12-17;26;2023;November
PART-00871;Dr. Zulfa Rajata, M.TI.;Kesehatan;240;73;69;Tidak Lulus;72;2023-11-24;2023-12-24;31;2023;November
PART-00872;Farah Prasetyo;Pertanian;160;74;68;Tidak Lulus;53;2024-06-07;2024-06-27;21;2024;June
PART-00873;Nabila Simanjuntak, M.Kom.;Tataboga;200;78;78;Tidak Lulus;72;2024-03-16;2024-04-10;26;2024;March
PART-00874;Paiman Firmansyah;Desain Grafis;160;84;91;Lulus;77;2024-01-21;2024-02-10;21;2024;January
PART-00875;Kurnia Sihombing;Konstruksi;120;82;89;Lulus;76;2023-12-05;2023-12-20;16;2023;December
PART-00876;Dr. Wulan Hidayanto, M.Kom.;Pertanian;200;73;56;Tidak Lulus;68;2025-10-01;2025-10-26;26;2025;October
PART-00877;Ir. Sakti Lazuardi;Konstruksi;160;100;94;Lulus;94;2024-05-04;2024-05-24;21;2024;May
PART-00878;Agus Andriani;Pertanian;200;70;95;Tidak Lulus;66;2025-01-20;2025-02-14;26;2025;January
PART-00879;Wakiman Kuswoyo;Pariwisata;160;90;73;Lulus;99;2025-06-16;2025-07-06;21;2025;June
PART-00880;Putri Hidayat;Manufaktur;40;89;75;Lulus;89;2025-04-29;2025-05-04;6;2025;April
PART-00881;Galih Padmasari;Teknologi Informasi;80;85;95;Lulus;91;2024-02-28;2024-03-09;11;2024;February
PART-00882;Vanya Kuswoyo;Kesehatan;120;82;50;Tidak Lulus;70;2025-03-19;2025-04-03;16;2025;March
PART-00883;Drs. Shania Samosir, M.Pd;Manufaktur;80;70;58;Tidak Lulus;61;2024-06-05;2024-06-15;11;2024;June
PART-00884;Hj. Syahrini Saragih;Tataboga;40;81;64;Tidak Lulus;63;2025-05-29;2025-06-03;6;2025;May
PART-00885;Cawuk Rajasa;Pariwisata;240;83;60;Tidak Lulus;51;2025-07-23;2025-08-22;31;2025;July
PART-00886;Hj. Malika Hidayat, M.M.;Konstruksi;160;91;73;Lulus;82;2024-02-20;2024-03-11;21;2024;February
PART-00887;Ir. Lalita Prakasa;Desain Grafis;120;97;92;Lulus;99;2025-05-06;2025-05-21;16;2025;May
PART-00888;Drs. Victoria Wibisono;Pariwisata;200;79;76;Tidak Lulus;59;2023-12-15;2024-01-09;26;2023;December
PART-00889;Laswi Gunawan, M.M.;Manufaktur;40;84;83;Lulus;96;2025-06-11;2025-06-16;6;2025;June
